"","Restaurant","Item","Size","Serving_Size","Calories","Calories_From_Fat","Total_Fat.g","Daily_Percent_Total_Fat","Saturated_Fat.g","Daily_Percent_Saturated_Fat","Trans_Fat.g","Cholesterol.mg","Daily_Percent_Cholesterol","Sodium.mg","Daily_Percent_Sodium","Total_Carbohydrates.g","Daily_Percent_Total_Carbohydrates","Dietary_Fiber.g","Daily_Percent_Dietary_Fiber","Sugars.g","Protein.g","Daily_Percent_Protein","Vitamin_A","Vitamin_C","Calcium","Iron","Type"
"3424","wendys","all natural lemonade small cup","large",1,380,0,0,0,0,0,0,0,0,50,2,99,33,0,0,93,0,0,NA,NA,0,0,"Beverages"
"3425","wendys","trumoo lowfat white milk",NA,1,90,20,2,3,1,5,0,10,3,90,4,10,3,0,0,10,7,14,NA,NA,25,0,"Beverages"
"3426","wendys","minute maid light lemonade small cup","small",1,5,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,NA,NA,0,0,"Beverages"
"3427","wendys","minute maid light lemonade small cup","medium",1,10,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,NA,NA,0,0,"Beverages"
"3428","wendys","minute maid light lemonade small cup","large",1,15,0,0,0,0,0,0,0,0,10,0,2,1,0,0,0,0,0,NA,NA,0,0,"Beverages"
"3429","wendys","nestle pure life bottled water",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Beverages"
"3430","wendys","pineapple mango lemonade","small",1,240,0,0,0,0,0,0,0,0,20,1,61,20,0,0,58,0,0,NA,NA,0,0,"Beverages"
"3431","wendys","pineapple mango lemonade","medium",1,390,0,0,0,0,0,0,0,0,35,1,101,34,0,0,96,0,0,NA,NA,0,0,"Beverages"
"3432","wendys","pineapple mango lemonade","large",1,470,0,0,0,0,0,0,0,0,40,2,121,40,0,0,115,0,0,NA,NA,0,0,"Beverages"
"3433","wendys","sprite small cup","small",1,200,0,0,0,0,0,0,0,0,90,4,53,18,0,0,53,0,0,NA,NA,0,0,"Beverages"
"3434","wendys","sprite small cup","medium",1,310,0,0,0,0,0,0,0,0,140,6,84,28,0,0,84,0,0,NA,NA,0,0,"Beverages"
"3435","wendys","sprite small cup","large",1,390,0,0,0,0,0,0,0,0,180,8,105,35,0,0,105,0,0,NA,NA,0,0,"Beverages"
"3436","wendys","strawberry lemonade","small",1,230,0,0,0,0,0,0,0,0,30,1,58,19,0,0,54,0,0,NA,NA,0,0,"Beverages"
"3437","wendys","strawberry lemonade","medium",1,380,0,0,0,0,0,0,0,0,45,2,98,33,0,0,92,0,0,NA,NA,0,0,"Beverages"
"3438","wendys","strawberry lemonade","large",1,480,0,0,0,0,0,0,0,0,55,2,122,41,0,0,114,0,0,NA,NA,2,0,"Beverages"
"3439","wendys","sunburst melon lemonade","small",1,280,0,0,0,0,0,0,0,0,115,5,71,24,0,0,64,0,0,NA,NA,0,0,"Beverages"
"3440","wendys","sunburst melon lemonade","medium",1,350,0,0,0,0,0,0,0,0,125,5,90,30,0,0,82,0,0,NA,NA,0,0,"Beverages"
"3441","wendys","sunburst melon lemonade","large",1,470,0,0,0,0,0,0,0,0,200,8,118,39,0,0,107,0,0,NA,NA,0,0,"Beverages"
"3442","wendys","brewed sweetened iced tea","small",1,160,0,0,0,0,0,0,0,0,10,0,41,14,0,0,40,0,0,NA,NA,0,0,"Beverages"
"3443","wendys","brewed sweetened iced tea","medium",1,220,0,0,0,0,0,0,0,0,20,1,58,19,0,0,56,0,0,NA,NA,0,0,"Beverages"
"3444","wendys","brewed sweetened iced tea","large",1,300,0,0,0,0,0,0,0,0,25,1,77,26,0,0,75,0,0,NA,NA,0,0,"Beverages"
"3445","wendys","fresh baked biscuit with applewood smoked bacon",NA,1,420,240,27,42,11,55,0,205,68,1240,52,27,9,1,4,3,16,32,NA,NA,15,15,"Breakfast"
"3446","wendys","bacon egg swiss croissant",NA,1,410,210,23,35,11,55,0,230,77,890,37,34,11,1,4,6,18,36,NA,NA,8,15,"Breakfast"
"3447","wendys","breakfast baconator",NA,1,730,450,50,77,19,95,0.5,280,93,1750,73,36,12,1,4,7,34,68,NA,NA,25,20,"Breakfast"
"3448","wendys","artisan egg sandwich with applewood smoked bacon",NA,1,320,150,17,26,6,30,0,205,68,840,35,25,8,1,4,2,18,36,NA,NA,15,15,"Breakfast"
"3449","wendys","artisan egg sandwich with all natural sausage",NA,1,500,310,35,54,12,60,0,240,80,980,41,26,9,1,4,3,22,44,NA,NA,15,15,"Breakfast"
"3450","wendys","french toast sticks","4 piece",4,330,153,17,26,3.5,18,0,115,38,360,15,33,11,1,4,8,11,22,NA,NA,0,80,"Breakfast"
"3451","wendys","french toast sticks","6 piece",6,490,225,25,38,5,25,0,175,58,550,23,50,17,2,8,12,16,32,NA,NA,10,25,"Breakfast"
"3452","wendys","honey butter biscuit",NA,1,310,170,19,29,7,35,0,5,2,670,28,32,11,1,4,8,3,6,NA,NA,4,10,"Breakfast"
"3453","wendys","honey butter chicken biscuit",NA,1,500,260,29,45,9,45,0,35,12,1260,53,44,15,2,8,9,14,28,NA,NA,4,15,"Breakfast"
"3454","wendys","maple bacon chicken croissant",NA,1,560,270,30,46,11,55,0,65,22,1200,50,51,17,1,4,13,22,44,NA,NA,4,15,"Breakfast"
"3455","wendys","oatmeal bar",NA,1,270,90,10,15,4,20,0,15,5,230,10,44,15,4,16,23,3,6,NA,NA,2,15,"Breakfast"
"3456","wendys","orange juice small",NA,1,160,0,0,0,0,0,0,0,0,0,0,37,12,0,0,33,2,4,NA,NA,2,0,"Breakfast"
"3457","wendys","sausage biscuit",NA,1,470,310,35,54,13,65,0,45,15,980,41,27,9,1,4,3,12,24,NA,NA,6,10,"Breakfast"
"3458","wendys","sausage gravy biscuit",NA,1,450,260,29,45,11,55,0,15,5,1390,58,41,14,1,4,3,7,14,NA,NA,4,10,"Breakfast"
"3459","wendys","fresh baked biscuit with all natural sausage",NA,1,610,410,45,69,17,85,0.5,240,80,1370,57,28,9,1,4,3,20,40,NA,NA,15,15,"Breakfast"
"3460","wendys","sausage egg swiss croissant",NA,1,600,370,41,63,17,85,0,265,88,1030,43,34,11,1,4,7,22,44,NA,NA,10,15,"Breakfast"
"3461","wendys","seasoned homestyle potatoes","small",1,230,90,10,15,2,10,0,0,0,630,26,32,11,3,12,12,3,6,NA,NA,0,4,"Breakfast"
"3462","wendys","seasoned homestyle potatoes","medium",1,330,120,14,22,2.5,13,0,0,0,900,38,46,15,4,16,1,4,8,NA,NA,0,6,"Breakfast"
"3463","wendys","seasoned homestyle potatoes","large",1,410,160,17,26,3.5,18,0,0,0,1150,48,59,20,5,20,1,6,12,NA,NA,2,6,"Breakfast"
"3464","wendys","caramel frosty cream cold brew","small",1,160,27,3,5,2,10,0,10,3,70,3,30,10,0,0,26,4,8,NA,NA,10,0,"Coffee"
"3465","wendys","caramel frosty cream cold brew","medium",1,220,36,4,6,2.5,13,0,15,5,90,4,42,14,0,0,37,5,10,NA,NA,10,0,"Coffee"
"3466","wendys","caramel frosty cream cold brew","large",1,300,45,5,8,3,15,0,20,7,125,5,58,19,0,0,50,7,14,NA,NA,15,2,"Coffee"
"3467","wendys","chocolate frosty cream cold brew","small",1,170,27,3,5,2,10,0,10,3,85,4,32,11,0,0,28,4,8,NA,NA,10,0,"Coffee"
"3468","wendys","chocolate frosty cream cold brew","medium",1,220,36,4,6,2.5,13,0,15,5,110,5,43,14,0,0,38,5,10,NA,NA,10,0,"Coffee"
"3469","wendys","chocolate frosty cream cold brew","large",1,310,45,5,8,3,15,0,20,7,150,6,60,20,0,0,52,7,14,NA,NA,15,2,"Coffee"
"3470","wendys","cold brew iced coffee","small",1,15,0,0,0,0,0,0,0,0,20,1,3,1,0,0,0,1,2,NA,NA,2,0,"Coffee"
"3471","wendys","cold brew iced coffee","large",1,25,0,0,0,0,0,0,0,0,30,1,5,2,0,0,0,1,2,NA,NA,4,0,"Coffee"
"3472","wendys","original redhead hot coffee decaffeinated small","small",1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,NA,NA,0,0,"Coffee"
"3473","wendys","original redhead hot coffee decaffeinated small","large",1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,NA,NA,0,0,"Coffee"
"3474","wendys","redhead roastershot coffee regular",NA,1,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,2,NA,NA,0,0,"Coffee"
"3475","wendys","pumpkin spice frosty cream cold brew","small",1,150,27,3,5,2,10,0,10,3,70,3,28,9,0,0,24,3,6,NA,NA,8,0,"Coffee"
"3476","wendys","pumpkin spice frosty cream cold brew","medium",1,200,31.5,3.5,5,2,10,0,15,5,85,4,36,12,0,0,31,4,8,NA,NA,10,0,"Coffee"
"3477","wendys","pumpkin spice frosty cream cold brew","large",1,280,45,5,8,3,15,0,20,7,120,5,51,17,0,0,44,6,12,NA,NA,15,2,"Coffee"
"3478","wendys","original redhead hot coffee small",NA,1,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,NA,NA,0,0,"Coffee"
"3479","wendys","vanilly frosty cream cold brew","small",1,170,27,3,5,2,10,0,10,3,70,3,31,10,0,0,27,4,8,NA,NA,10,0,"Coffee"
"3480","wendys","vanilly frosty cream cold brew","medium",1,220,36,4,6,2.5,13,0,15,5,90,4,41,14,0,0,36,5,10,NA,NA,10,0,"Coffee"
"3481","wendys","vanilly frosty cream cold brew","large",1,300,45,5,8,3,15,0,20,7,125,5,57,19,0,0,49,6,12,NA,NA,15,2,"Coffee"
"3482","wendys","barbecue nugget sauce",NA,1,45,0,0,0,0,0,0,0,0,120,5,11,4,0,0,4,0,0,NA,NA,NA,NA,"Condiments & Toppings"
"3483","wendys","brown sugar",NA,10,40,0,0,0,0,0,0,0,0,0,0,9,3,0,0,9,0,0,NA,NA,NA,NA,"Condiments & Toppings"
"3484","wendys","buttery best spread",NA,11,50,54,6,9,1,5,0,0,0,95,4,0,0,0,0,0,0,0,NA,NA,NA,NA,"Condiments & Toppings"
"3485","wendys","cheddar cheese shredded",NA,17,70,54,6,9,3.5,18,0,15,5,110,5,1,0,0,0,0,4,8,NA,NA,NA,NA,"Condiments & Toppings"
"3486","wendys","ghost pepper ranch sauce",NA,1,100,90,10,15,1.5,8,0,5,2,170,7,2,1,0,0,1,0,0,NA,NA,0,0,"Condiments & Toppings"
"3487","wendys","heartland ranch dipping sauce",NA,1,120,108,12,18,2,10,0,10,3,240,10,3,1,0,0,2,0,0,NA,NA,NA,NA,"Condiments & Toppings"
"3488","wendys","honey mustard nugget sauce",NA,1,80,54,6,9,1,5,0,10,3,220,9,7,2,0,0,3,0,0,NA,NA,NA,NA,"Condiments & Toppings"
"3489","wendys","hot chili seasoning packet",NA,7,5,0,0,0,0,0,0,0,0,280,12,1,0,0,0,1,0,0,NA,NA,NA,NA,"Condiments & Toppings"
"3490","wendys","hot sauce",NA,14,10,0,0,0,0,0,0,0,0,135,6,2,1,0,0,1,0,0,NA,NA,NA,NA,"Condiments & Toppings"
"3491","wendys","saltine crackers",NA,6,25,9,1,2,0,0,0,0,0,80,3,5,2,0,0,0,1,2,NA,NA,NA,NA,"Condiments & Toppings"
"3492","wendys","smoky bbq side sauce",NA,1,40,0,0,0,0,0,0,0,0,310,13,10,3,0,0,9,0,0,NA,NA,NA,NA,"Condiments & Toppings"
"3493","wendys","spicy bbq side sauce",NA,1,60,0,0,0,0,0,0,0,0,280,12,16,5,0,0,15,0,0,NA,NA,NA,NA,"Condiments & Toppings"
"3494","wendys","sweet sour nugget sauce",NA,1,50,0,0,0,0,0,0,0,0,120,5,12,4,0,0,11,0,0,NA,NA,NA,NA,"Condiments & Toppings"
"3495","wendys","sweet bbq side sauce",NA,1,60,0,0,0,0,0,0,0,0,170,7,15,5,0,0,13,0,0,NA,NA,NA,NA,"Condiments & Toppings"
"3496","wendys","chicken nuggets","4 piece",4,170,100,11,17,2,10,0,35,12,340,14,10,3,0,0,0,9,18,NA,NA,0,0,"Crispy Chicken Nuggets"
"3497","wendys","chicken nuggets","kids meal",1,180,99,11,17,3,15,0,25,8,370,15,11,4,1,4,1,8,16,NA,NA,NA,NA,"Crispy Chicken Nuggets"
"3498","wendys","chicken nuggets","5 piece",1,220,126,14,22,3,15,0,35,12,460,19,13,4,1,4,1,10,20,NA,NA,NA,NA,"Crispy Chicken Nuggets"
"3499","wendys","chicken nuggets","6 piece",6,250,140,16,25,3.5,18,0,50,17,510,21,14,5,1,4,0,13,26,NA,NA,0,2,"Crispy Chicken Nuggets"
"3500","wendys","chicken nuggets","10 piece",10,420,240,27,42,5,25,0,80,27,850,35,24,8,1,4,0,22,44,NA,NA,0,4,"Crispy Chicken Nuggets"
"3501","wendys","spicy chicken nuggets","4 piece",4,190,110,12,18,3,15,0,25,8,480,20,9,3,1,4,0,10,20,NA,NA,0,0,"Crispy Chicken Nuggets"
"3502","wendys","spicy chicken nuggets","6 piece",6,280,170,18,28,4,20,0,40,13,720,30,13,4,1,4,0,15,30,NA,NA,0,2,"Crispy Chicken Nuggets"
"3503","wendys","spicy chicken nuggets","10 piece",10,470,280,31,48,7,35,0,65,22,1190,50,22,7,2,8,0,26,52,NA,NA,0,4,"Crispy Chicken Nuggets"
"3504","wendys","chocolate chunk cookie",NA,1,330,150,16,25,8,40,0,20,7,210,9,43,14,2,8,26,3,6,NA,NA,0,15,"Desserts"
"3505","wendys","sugar cookie",NA,1,330,140,16,25,8,40,0,25,8,300,13,44,15,1,4,24,3,6,NA,NA,0,8,"Desserts"
"3506","wendys","chocolate frosty small","junior",1,200,45,5,8,3,15,0,20,7,90,4,33,11,0,0,27,6,12,NA,NA,20,6,"Frosty Treats"
"3507","wendys","chocolate frosty small","small",1,350,80,9,14,6,30,0,35,12,150,6,58,19,0,0,47,10,20,NA,NA,35,8,"Frosty Treats"
"3508","wendys","chocolate frosty small","medium",1,470,110,12,18,8,40,0.5,50,17,210,9,79,26,0,0,65,13,26,NA,NA,45,10,"Frosty Treats"
"3509","wendys","chocolate frosty small","large",1,590,130,15,23,10,50,0.5,60,20,260,11,99,33,0,0,81,17,34,NA,NA,60,15,"Frosty Treats"
"3510","wendys","pumpkin spice frosty","junior",1,210,45,5,8,3,15,0,20,7,100,4,36,12,0,0,32,5,10,NA,NA,15,0,"Frosty Treats"
"3511","wendys","pumpkin spice frosty","small",1,330,72,8,12,5,25,0,30,10,160,7,57,19,0,0,51,8,16,NA,NA,20,0,"Frosty Treats"
"3512","wendys","pumpkin spice frosty","medium",1,420,90,10,15,6,30,0,40,13,200,8,72,24,0,0,64,11,22,NA,NA,30,0,"Frosty Treats"
"3513","wendys","pumpkin spice frosty","large",1,550,117,13,20,8,40,0,50,17,260,11,94,31,0,0,83,14,28,NA,NA,35,0,"Frosty Treats"
"3514","wendys","strawberry frosty","junior",1,200,45,5,8,3,15,0,20,7,100,4,34,11,0,0,30,5,10,NA,NA,20,0,"Frosty Treats"
"3515","wendys","strawberry frosty","small",1,320,72,8,12,5,25,0,35,12,160,7,54,18,0,0,54,9,18,NA,NA,30,0,"Frosty Treats"
"3516","wendys","strawberry frosty","medium",1,400,90,10,15,6,30,0,40,13,200,8,68,23,0,0,59,11,22,NA,NA,40,0,"Frosty Treats"
"3517","wendys","strawberry frosty","large",1,520,126,14,22,8,40,0,55,18,260,11,89,30,1,4,77,15,30,NA,NA,50,0,"Frosty Treats"
"3518","wendys","vanilla frosty small","junior",1,190,45,5,8,3,15,0,25,8,90,4,32,11,0,0,27,5,10,NA,NA,20,0,"Frosty Treats"
"3519","wendys","vanilla frosty small","small",1,340,80,9,14,6,30,0,45,15,160,7,56,19,0,0,47,9,18,NA,NA,35,0,"Frosty Treats"
"3520","wendys","vanilla frosty small","medium",1,450,110,12,18,8,40,0.5,55,18,210,9,75,25,0,0,63,12,24,NA,NA,45,0,"Frosty Treats"
"3521","wendys","vanilla frosty small","large",1,570,130,15,23,10,50,0.5,70,23,260,11,94,31,0,0,78,15,30,NA,NA,60,0,"Frosty Treats"
"3522","wendys","apple balsamic vinaigrette",NA,31,80,45,5,8,1,5,0,0,0,240,10,7,2,0,0,7,0,0,NA,NA,NA,NA,"Salad Dressings & Toppings"
"3523","wendys","bbq ranch dressing",NA,31,100,63,7,11,1,5,0,5,2,260,11,8,3,0,0,6,1,2,NA,NA,NA,NA,"Salad Dressings & Toppings"
"3524","wendys","classic ranch",NA,1,100,90,10,15,2,10,0,10,3,150,6,2,1,0,0,1,1,2,NA,NA,NA,NA,"Salad Dressings & Toppings"
"3525","wendys","gourmet croutons",NA,1,80,27,3,5,0,0,0,0,0,220,9,12,4,0,0,0,2,4,NA,NA,NA,NA,"Salad Dressings & Toppings"
"3526","wendys","honey roasted sunflower seeds",NA,9,45,36,4,6,0,0,0,0,0,0,0,3,1,0,0,2,1,2,NA,NA,NA,NA,"Salad Dressings & Toppings"
"3527","wendys","italian vinaigrette",NA,1,70,54,6,9,1,5,0,0,0,180,8,4,1,0,0,3,0,0,NA,NA,NA,NA,"Salad Dressings & Toppings"
"3528","wendys","lemon garlic caesar dressing",NA,1,110,99,11,17,2,10,0,10,3,180,8,2,1,0,0,1,2,4,NA,NA,NA,NA,"Salad Dressings & Toppings"
"3529","wendys","light classic ranch",NA,1,50,45,5,8,1,5,0,10,3,150,6,2,1,0,0,1,1,2,NA,NA,NA,NA,"Salad Dressings & Toppings"
"3530","wendys","light honey french dressing",NA,31,40,0,0,0,0,0,0,0,0,95,4,9,3,0,0,8,0,0,NA,NA,NA,NA,"Salad Dressings & Toppings"
"3531","wendys","light spicy asian chili vinaigrette",NA,31,45,18,2,3,0,0,0,0,0,190,8,7,2,0,0,6,0,0,NA,NA,NA,NA,"Salad Dressings & Toppings"
"3532","wendys","pomegranate vinaigrette dressing",NA,1,60,27,3,5,0,0,0,0,0,160,7,8,3,0,0,7,0,0,NA,NA,NA,NA,"Salad Dressings & Toppings"
"3533","wendys","roasted pecans",NA,1,110,81,9,14,1,5,0,0,0,60,3,5,2,1,4,4,1,2,NA,NA,NA,NA,"Salad Dressings & Toppings"
"3534","wendys","spicy roasted cashews",NA,14,80,54,6,9,1,5,0,0,0,65,3,4,1,0,0,1,2,4,NA,NA,NA,NA,"Salad Dressings & Toppings"
"3535","wendys","thousand island",NA,1,160,135,15,23,3,15,0,15,5,290,12,5,2,0,0,4,0,0,NA,NA,NA,NA,"Salad Dressings & Toppings"
"3536","wendys","apple pecan chicken salad","half",1,400,205,22,34,7,35,0,65,22,825,34,30,10,4,16,23,24,48,NA,NA,25,8,"Salads"
"3537","wendys","apple pecan chicken salad","full",1,520,205,23,35,7,35,0,110,37,1025,43,41,14,7,28,12,39,78,NA,NA,30,15,"Salads"
"3538","wendys","cobb salad",NA,1,680,450,50,77,12.5,63,0,270,90,1340,56,19,6,3,12,5,37,74,NA,NA,22,15,"Salads"
"3539","wendys","parmesan caesar salad","half",1,320,190,21,32,8.5,43,0,90,30,700,29,5,2,3,12,2,29,58,NA,NA,37,8,"Salads"
"3540","wendys","parmesan caesar salad","full",1,480,160,29,45,12.5,63,0.5,150,50,1080,45,9,3,5,20,3,50,100,NA,NA,62,15,"Salads"
"3541","wendys","taco salad","half size",1,450,180,20,31,6,30,0,35,12,1270,53,51,17,9,36,11,17,34,NA,NA,30,20,"Salads"
"3542","wendys","taco salad","full size",1,690,310,34,52,13,65,1,60,20,1890,79,68,23,15,60,17,30,60,NA,NA,45,35,"Salads"
"3543","wendys","apple slices",NA,1,35,0,0,0,0,0,0,0,0,0,0,8,3,1,4,6,0,0,NA,NA,4,0,"Sides"
"3544","wendys","bacon cheese baked potato",NA,1,440,120,13,20,6,30,0,35,12,610,25,64,21,7,28,4,17,34,NA,NA,15,20,"Sides"
"3545","wendys","baconator fries",NA,1,470,240,27,42,9,45,0,35,12,810,34,43,14,4,16,1,14,28,NA,NA,10,6,"Sides"
"3546","wendys","cheese baked potato",NA,1,450,130,14,22,8,40,0,40,13,710,30,65,22,7,28,4,15,30,NA,NA,15,15,"Sides"
"3547","wendys","cheese fries",NA,1,470,243,27,42,10,50,0,40,13,1010,42,44,15,3,12,1,12,24,NA,NA,2,35,"Sides"
"3548","wendys","chili","small",1,240,90,11,17,4.5,23,0.5,20,7,930,39,21,7,7,28,6,16,32,NA,NA,6,15,"Sides"
"3549","wendys","chili","large",1,330,130,15,23,6,30,1,30,10,1300,54,30,10,10,40,9,22,44,NA,NA,8,20,"Sides"
"3550","wendys","chili cheese baked potato",NA,1,500,130,14,22,7,35,0,35,12,860,36,74,25,10,40,7,20,40,NA,NA,15,25,"Sides"
"3551","wendys","chili cheese fries",NA,1,570,270,30,46,11,55,1,50,17,1200,50,58,19,8,32,4,18,36,NA,NA,NA,NA,"Sides"
"3552","wendys","natural cut fries","junior",1,210,81,9,14,1.5,8,0,0,0,370,15,28,9,2,8,0,3,6,NA,NA,0,4,"Sides"
"3553","wendys","natural cut fries","small",1,260,108,12,18,2,10,0,0,0,470,20,35,12,3,12,0,4,8,NA,NA,0,6,"Sides"
"3554","wendys","natural cut fries","medium",1,350,144,16,25,2.5,13,0,0,0,620,26,47,16,4,16,0,5,10,NA,NA,0,6,"Sides"
"3555","wendys","natural cut fries","large",1,470,189,21,32,3.5,18,0,0,0,830,35,63,21,5,20,0,7,14,NA,NA,2,10,"Sides"
"3556","wendys","garlic fries",NA,1,450,270,30,46,6,30,0,0,0,730,30,41,14,4,16,0,5,10,NA,NA,0,35,"Sides"
"3557","wendys","ghost pepper fries",NA,1,520,290,29,45,5,25,0,10,3,830,35,42,14,4,16,1,5,10,NA,NA,2,6,"Sides"
"3558","wendys","ketchup packet",NA,1,10,0,0,0,0,0,0,0,0,95,4,3,1,0,0,2,0,0,NA,NA,NA,NA,"Sides"
"3559","wendys","plain baked potato",NA,1,270,0,0,0,0,0,0,0,0,40,2,61,20,7,28,3,7,14,NA,NA,6,15,"Sides"
"3560","wendys","pub fries",NA,1,480,250,28,43,10,50,0,40,13,860,36,44,15,4,16,1,14,28,NA,NA,20,6,"Sides"
"3561","wendys","sour cream chives baked potato",NA,1,310,20,3,5,1.5,8,0,10,3,55,2,63,21,7,28,4,8,16,NA,NA,8,15,"Sides"
"3562","wendys","strawberries",NA,1,20,0,0,0,0,0,0,0,0,0,0,5,2,1,4,3,0,0,NA,NA,0,0,"Sides"
"3563","cookout","cheerwine","small",1,108,0,0,0,0,0,0,0,0,18,1,30,10,0,0,30,0,0,0,0,0,0,"Beverages"
"3564","cookout","cheerwine","regular",1,144,0,0,0,0,0,0,0,0,24,1,40,13,0,0,40,0,0,0,0,0,0,"Beverages"
"3565","cookout","cheerwine","large",1,216,0,0,0,0,0,0,0,0,37,2,60,20,0,0,60,0,0,0,0,0,0,"Beverages"
"3566","cookout","cheerwine","huge",1,288,0,0,0,0,0,0,0,0,49,2,81,27,0,0,81,0,0,0,0,0,0,"Beverages"
"3567","cookout","cheerwine float",NA,1,401,99,11,17,7,35,0,37,12,303,13,69,23,0,0,67,10,20,35,4,33,0,"Beverages"
"3568","cookout","coca cola","small",1,105,0,0,0,0,0,0,0,0,0,0,29,10,0,0,29,0,0,0,0,0,0,"Beverages"
"3569","cookout","coca cola","regular",1,140,0,0,0,0,0,0,0,0,0,0,39,13,0,0,39,0,0,0,0,0,0,"Beverages"
"3570","cookout","coca cola","large",1,210,0,0,0,0,0,0,0,0,0,0,59,20,0,0,59,0,0,0,0,0,0,"Beverages"
"3571","cookout","coca cola","huge",1,280,0,0,0,0,0,0,0,0,0,0,78,26,0,0,78,0,0,0,0,0,0,"Beverages"
"3572","cookout","coca cola zero","huge",1,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,"Beverages"
"3573","cookout","coca cola zero","large",1,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,"Beverages"
"3574","cookout","coca cola zero","regular",1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"Beverages"
"3575","cookout","coca cola zero","small",1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,"Beverages"
"3576","cookout","coke float",NA,1,399,99,11,17,7,35,0,37,12,293,12,69,23,0,0,67,10,20,35,4,33,0,"Beverages"
"3577","cookout","diet coke","huge",1,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,"Beverages"
"3578","cookout","diet coke","large",1,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,"Beverages"
"3579","cookout","diet coke","regular",1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,"Beverages"
"3580","cookout","diet coke","small",1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"Beverages"
"3581","cookout","dr. pepper","small",1,105,0,0,0,0,0,0,0,0,34,1,28,9,0,0,26,0,0,0,0,0,0,"Beverages"
"3582","cookout","dr. pepper","regular",1,140,0,0,0,0,0,0,0,0,45,2,37,12,0,0,35,0,0,0,0,0,0,"Beverages"
"3583","cookout","dr. pepper","large",1,210,0,0,0,0,0,0,0,0,68,3,56,19,0,0,53,0,0,0,0,0,0,"Beverages"
"3584","cookout","dr. pepper","huge",1,280,0,0,0,0,0,0,0,0,90,4,74,25,0,0,70,0,0,0,0,0,0,"Beverages"
"3585","cookout","fanta orange","small",1,113,0,0,0,0,0,0,0,0,32,1,33,11,0,0,33,0,0,0,0,0,0,"Beverages"
"3586","cookout","fanta orange","regular",1,151,0,0,0,0,0,0,0,0,43,2,45,15,0,0,44,0,0,0,0,0,0,"Beverages"
"3587","cookout","fanta orange","large",1,227,0,0,0,0,0,0,0,0,65,3,67,22,0,0,66,0,0,0,0,0,0,"Beverages"
"3588","cookout","fanta orange","huge",1,302,0,0,0,0,0,0,0,0,86,4,89,30,0,0,88,0,0,0,0,0,0,"Beverages"
"3589","cookout","hi c fruit punch","small",1,119,0,0,0,0,0,0,0,0,41,2,33,11,0,0,33,0,0,0,0,0,0,"Beverages"
"3590","cookout","hi c fruit punch","regular",1,158,0,0,0,0,0,0,0,0,54,2,45,15,0,0,44,0,0,0,0,0,0,"Beverages"
"3591","cookout","hi c fruit punch","large",1,238,0,0,0,0,0,0,0,0,81,3,67,22,0,0,66,0,0,0,0,0,0,"Beverages"
"3592","cookout","hi c fruit punch","huge",1,317,0,0,0,0,0,0,0,0,108,5,89,30,0,0,88,0,0,0,0,0,0,"Beverages"
"3593","cookout","hi c poppin pink lemonade","small",1,105,0,0,0,0,0,0,0,0,49,2,27,9,0,0,27,0,0,0,0,0,0,"Beverages"
"3594","cookout","hi c poppin pink lemonade","regular",1,140,0,0,0,0,0,0,0,0,65,3,37,12,0,0,37,0,0,0,0,0,0,"Beverages"
"3595","cookout","hi c poppin pink lemonade","large",1,210,0,0,0,0,0,0,0,0,98,4,55,18,0,0,55,0,0,0,0,0,0,"Beverages"
"3596","cookout","hi c poppin pink lemonade","huge",1,280,0,0,0,0,0,0,0,0,130,5,73,24,0,0,73,0,0,0,0,0,0,"Beverages"
"3597","cookout","mellow yellow","small",1,108,0,0,0,0,0,0,0,0,12,1,29,10,0,0,29,0,0,0,0,0,0,"Beverages"
"3598","cookout","mellow yellow","regular",1,144,0,0,0,0,0,0,0,0,16,1,38,13,0,0,38,0,0,0,0,0,0,"Beverages"
"3599","cookout","mellow yellow","large",1,209,0,0,0,0,0,0,0,0,23,1,56,19,0,0,56,0,0,0,0,0,0,"Beverages"
"3600","cookout","mellow yellow","huge",1,288,0,0,0,0,0,0,0,0,32,1,77,26,0,0,77,0,0,0,0,0,0,"Beverages"
