"","Restaurant","Item","Size","Serving_Size","Calories","Calories_From_Fat","Total_Fat.g","Daily_Percent_Total_Fat","Saturated_Fat.g","Daily_Percent_Saturated_Fat","Trans_Fat.g","Cholesterol.mg","Daily_Percent_Cholesterol","Sodium.mg","Daily_Percent_Sodium","Total_Carbohydrates.g","Daily_Percent_Total_Carbohydrates","Dietary_Fiber.g","Daily_Percent_Dietary_Fiber","Sugars.g","Protein.g","Daily_Percent_Protein","Vitamin_A","Vitamin_C","Calcium","Iron","Type"
"2889","dunkin donuts","holiday brownie crumble donut",NA,1,310,117,13,20,5,25,0,0,0,300,13,43,14,1,4,20,5,10,NA,NA,15,2,"Donuts"
"2890","dunkin donuts","holly berry sprinkles donut",NA,1,290,140,16,25,7,35,0,0,0,340,14,35,12,1,4,15,3,6,2,0,0,6,"Donuts"
"2891","dunkin donuts","jelly donut",NA,1,270,130,14,22,6,30,0,0,0,330,14,32,11,1,4,15,3,6,2,0,0,6,"Donuts"
"2892","dunkin donuts","jelly stick",NA,1,440,220,25,38,11,55,0,30,10,380,16,50,17,1,4,29,4,8,0,0,2,8,"Donuts"
"2893","dunkin donuts","lemon donut",NA,1,260,130,15,23,7,35,0,0,0,350,15,29,10,1,4,10,3,6,2,0,0,6,"Donuts"
"2894","dunkin donuts","lemon stick",NA,1,430,230,26,40,12,60,0,30,10,400,17,44,15,1,4,21,4,8,0,0,2,8,"Donuts"
"2895","dunkin donuts","maple creme donut",NA,1,330,170,19,29,8,40,0,0,0,350,15,36,12,1,4,17,3,6,2,0,0,6,"Donuts"
"2896","dunkin donuts","maple frosted donut",NA,1,270,140,15,23,7,35,0,0,0,340,14,32,11,1,4,14,3,6,2,0,0,6,"Donuts"
"2897","dunkin donuts","maple vanilla creme donut",NA,1,360,180,20,31,8,40,0,0,0,360,15,43,14,1,4,24,3,6,2,0,0,6,"Donuts"
"2898","dunkin donuts","matcha topped donut",NA,1,250,99,11,17,4.5,23,0,0,0,270,11,34,11,1,4,14,4,8,NA,NA,NA,NA,"Donuts"
"2899","dunkin donuts","old fashioned cake donut",NA,1,290,170,19,29,8,40,0,25,8,320,13,28,9,1,4,10,4,8,4,0,2,8,"Donuts"
"2900","dunkin donuts","peanut donut",NA,1,450,230,26,40,10,50,0,25,8,330,14,48,16,2,8,26,7,14,4,0,4,8,"Donuts"
"2901","dunkin donuts","powdered stick",NA,1,390,230,25,38,12,60,0,30,10,370,15,37,12,1,4,15,4,8,0,0,2,8,"Donuts"
"2902","dunkin donuts","powdered donut",NA,1,320,170,19,29,9,45,0,25,8,320,13,33,11,1,4,14,4,8,4,0,2,8,"Donuts"
"2903","dunkin donuts","pumpkin donut",NA,1,380,198,22,34,11,55,0,25,8,360,15,41,14,1,4,20,3,6,2,0,2,6,"Donuts"
"2904","dunkin donuts","sour cream donut",NA,1,340,150,17,26,7,35,0.5,0,0,370,15,42,14,1,4,20,4,8,2,0,4,8,"Donuts"
"2905","dunkin donuts","spicy ghost pepper donut",NA,1,260,99,11,17,4.5,23,0,0,0,300,13,36,12,1,4,16,4,8,NA,NA,2,10,"Donuts"
"2906","dunkin donuts","spider donut",NA,1,350,170,19,29,8,40,0,0,0,430,18,42,14,1,4,19,4,8,2,0,0,8,"Donuts"
"2907","dunkin donuts","spring fling donut",NA,1,290,140,15,23,7,35,0,0,0,340,14,35,12,1,4,16,3,6,2,0,0,6,"Donuts"
"2908","dunkin donuts","strawberry frosted donut",NA,1,280,140,15,23,7,35,0,0,0,340,14,32,11,1,4,14,3,6,2,0,0,6,"Donuts"
"2909","dunkin donuts","strawberry frosted sprinkles donut",NA,1,290,140,16,25,7,35,0,0,0,340,14,35,12,1,4,15,3,6,2,0,0,6,"Donuts"
"2910","dunkin donuts","strawberry long john",NA,1,340,150,17,26,7,35,0,0,0,310,13,43,14,1,4,18,5,10,0,0,2,10,"Donuts"
"2911","dunkin donuts","stroopwafel donut",NA,1,290,117,13,20,5,25,0,0,0,310,13,39,13,1,4,16,5,10,NA,NA,16,2,"Donuts"
"2912","dunkin donuts","sugared stick",NA,1,380,220,25,38,11,55,0,30,10,370,15,34,11,1,4,14,4,8,0,0,2,8,"Donuts"
"2913","dunkin donuts","taillight donut",NA,1,340,170,19,29,8,40,0,0,0,360,15,39,13,1,4,20,3,6,2,0,0,8,"Donuts"
"2914","dunkin donuts","toasted coconut donut",NA,1,420,210,24,37,13,65,0,25,8,330,14,47,16,2,8,27,4,8,4,0,2,8,"Donuts"
"2915","dunkin donuts","vanilla creme donut",NA,1,330,180,20,31,8,40,0,0,0,350,15,35,12,1,4,17,3,6,2,0,0,6,"Donuts"
"2916","dunkin donuts","vanilla frosted donut",NA,1,280,130,15,23,7,35,0,0,0,340,14,32,11,1,4,14,3,6,2,0,0,6,"Donuts"
"2917","dunkin donuts","vanilla headlight donut",NA,1,340,170,19,29,8,40,0,0,0,360,15,39,13,1,4,20,3,6,2,0,0,8,"Donuts"
"2918","dunkin donuts","vanilla long john",NA,1,340,150,17,26,7,35,0,0,0,310,13,43,14,1,4,18,5,10,0,0,2,10,"Donuts"
"2919","dunkin donuts","apple cider munchkins",NA,1,60,36,4,6,1.5,8,0,5,2,70,3,7,2,0,0,3,1,2,NA,NA,5,0,"Munchkins"
"2920","dunkin donuts","butternut munchkin",NA,1,90,35,4,6,2,10,0,5,2,50,2,12,4,0,0,8,1,2,0,0,0,2,"Munchkins"
"2921","dunkin donuts","cinnamon munchkin",NA,1,60,30,4,6,1.5,8,0,5,2,65,3,6,2,0,0,3,1,2,0,0,0,2,"Munchkins"
"2922","dunkin donuts","cornbread munchkin",NA,1,70,22.5,2.5,4,1,5,0,0,0,80,3,10,3,0,0,6,1,2,NA,NA,NA,NA,"Munchkins"
"2923","dunkin donuts","glazed blueberry munchkin",NA,1,70,30,4,6,1.5,8,0,5,2,50,2,9,3,0,0,5,1,2,0,0,0,2,"Munchkins"
"2924","dunkin donuts","glazed chocolate munchkin",NA,1,70,30,4,6,1.5,8,0,0,0,95,4,8,3,0,0,4,1,2,0,0,0,2,"Munchkins"
"2925","dunkin donuts","glazed munchkin",NA,1,70,35,4,6,2,10,0,0,0,80,3,7,2,0,0,3,1,2,0,0,0,2,"Munchkins"
"2926","dunkin donuts","glazed old fashioned munchkin",NA,1,70,30,4,6,1.5,8,0,5,2,50,2,9,3,0,0,4,1,2,0,0,0,2,"Munchkins"
"2927","dunkin donuts","jelly munchkin",NA,1,70,35,4,6,2,10,0,0,0,80,3,8,3,0,0,4,1,2,0,0,0,2,"Munchkins"
"2928","dunkin donuts","old fashioned munchkin",NA,1,60,30,4,6,1.5,8,0,5,2,50,2,6,2,0,0,2,1,2,0,0,0,2,"Munchkins"
"2929","dunkin donuts","powdered munchkin",NA,1,60,30,4,6,1.5,8,0,5,2,50,2,7,2,0,0,3,1,2,0,0,0,2,"Munchkins"
"2930","dunkin donuts","pumpkin munchkins",NA,1,70,36,4,6,2,10,0,5,2,65,3,8,3,0,0,4,1,2,NA,NA,4,0,"Munchkins"
"2931","dunkin donuts","apple cranberry coconut refresher","small",1,120,27,3,5,2.5,13,0,0,0,45,2,22,7,0,0,20,0,0,NA,NA,NA,NA,"Refreshers"
"2932","dunkin donuts","apple cranberry coconut refresher","medium",1,180,40.5,4.5,7,3.5,18,0,0,0,65,3,33,11,0,0,30,1,2,NA,NA,NA,NA,"Refreshers"
"2933","dunkin donuts","apple cranberry coconut refresher","large",1,230,54,6,9,4.5,23,0,0,0,90,4,44,15,0,0,40,1,2,NA,NA,NA,NA,"Refreshers"
"2934","dunkin donuts","apple cranberry refresher","small",1,90,0,0,0,0,0,0,0,0,10,0,21,7,0,0,20,0,0,NA,NA,NA,NA,"Refreshers"
"2935","dunkin donuts","apple cranberry refresher","medium",1,130,0,0,0,0,0,0,0,0,15,1,31,10,0,0,29,1,2,NA,NA,NA,NA,"Refreshers"
"2936","dunkin donuts","apple cranberry refresher","large",1,180,0,0,0,0,0,0,0,0,25,1,42,14,0,0,39,1,2,NA,NA,NA,NA,"Refreshers"
"2937","dunkin donuts","blueberry lemonade","small",1,160,0,0,0,0,0,0,0,0,10,0,38,13,0,0,37,0,0,NA,NA,NA,NA,"Refreshers"
"2938","dunkin donuts","blueberry lemonade","medium",1,230,0,0,0,0,0,0,0,0,15,1,57,19,0,0,55,0,0,NA,NA,NA,NA,"Refreshers"
"2939","dunkin donuts","blueberry lemonade","large",1,310,0,0,0,0,0,0,0,0,20,1,76,25,0,0,73,0,0,NA,NA,NA,NA,"Refreshers"
"2940","dunkin donuts","blueberry pomegranate dunkin refreshers","small",1,90,0,0,0,0,0,0,0,0,5,0,20,7,0,0,19,0,0,NA,NA,5,0,"Refreshers"
"2941","dunkin donuts","blueberry pomegranate dunkin refreshers","medium",1,130,0,0,0,0,0,0,0,0,10,0,30,10,0,0,28,1,2,NA,NA,10,0,"Refreshers"
"2942","dunkin donuts","blueberry pomegranate dunkin refreshers","large",1,170,0,0,0,0,0,0,0,0,15,1,40,13,0,0,38,1,2,NA,NA,10,0,"Refreshers"
"2943","dunkin donuts","golden peach coconut refreshers","small",1,120,27,3,5,2.5,13,0,0,0,45,2,23,8,0,0,20,0,0,NA,NA,NA,NA,"Refreshers"
"2944","dunkin donuts","golden peach coconut refreshers","medium",1,180,40.5,4.5,7,3.5,18,0,0,0,65,3,34,11,0,0,30,1,2,NA,NA,NA,NA,"Refreshers"
"2945","dunkin donuts","golden peach coconut refreshers","large",1,230,54,6,9,4.5,23,0,0,0,85,4,45,15,0,0,40,1,2,NA,NA,NA,NA,"Refreshers"
"2946","dunkin donuts","peach lemonade","small",1,160,0,0,0,0,0,0,0,0,15,1,40,13,0,0,37,0,0,NA,NA,NA,NA,"Refreshers"
"2947","dunkin donuts","peach lemonade","medium",1,240,0,0,0,0,0,0,0,0,20,1,59,20,0,0,56,0,0,NA,NA,NA,NA,"Refreshers"
"2948","dunkin donuts","peach lemonade","large",1,320,0,0,0,0,0,0,0,0,25,1,79,26,0,0,74,0,0,NA,NA,NA,NA,"Refreshers"
"2949","dunkin donuts","peach passion fruit dunkin refreshers","small",1,90,0,0,0,0,0,0,0,0,10,0,21,7,0,0,20,0,0,NA,NA,8,0,"Refreshers"
"2950","dunkin donuts","peach passion fruit dunkin refreshers","medium",1,130,0,0,0,0,0,0,0,0,15,1,32,11,0,0,29,1,2,NA,NA,10,0,"Refreshers"
"2951","dunkin donuts","peach passion fruit dunkin refreshers","large",1,180,0,0,0,0,0,0,0,0,20,1,43,14,0,0,39,1,2,NA,NA,16,0,"Refreshers"
"2952","dunkin donuts","pink strawberry coconut refreshers","small",1,110,27,3,5,2.5,13,0,0,0,45,2,20,7,0,0,19,0,0,NA,NA,NA,NA,"Refreshers"
"2953","dunkin donuts","pink strawberry coconut refreshers","medium",1,170,40.5,4.5,7,3.5,18,0,0,0,65,3,31,10,0,0,28,1,2,NA,NA,NA,NA,"Refreshers"
"2954","dunkin donuts","pink strawberry coconut refreshers","large",1,230,54,6,9,4.5,23,0,0,0,85,4,41,14,0,0,37,1,2,NA,NA,NA,NA,"Refreshers"
"2955","dunkin donuts","purple pomegranate coconut refreshers","small",1,110,27,3,5,2.5,13,0,0,0,40,2,21,7,0,0,19,0,0,NA,NA,NA,NA,"Refreshers"
"2956","dunkin donuts","purple pomegranate coconut refreshers","medium",1,170,40.5,4.5,7,3.5,18,0,0,0,60,3,31,10,0,0,29,1,2,NA,NA,NA,NA,"Refreshers"
"2957","dunkin donuts","purple pomegranate coconut refreshers","large",1,230,54,6,9,4.5,23,0,0,0,80,3,42,14,0,0,39,1,2,NA,NA,NA,NA,"Refreshers"
"2958","dunkin donuts","strawberry dragonfruit dunkin refreshers","small",1,80,0,0,0,0,0,0,0,0,10,0,19,6,0,0,18,0,0,NA,NA,8,0,"Refreshers"
"2959","dunkin donuts","strawberry dragonfruit dunkin refreshers","medium",1,130,0,0,0,0,0,0,0,0,15,1,29,10,0,0,27,1,2,NA,NA,10,0,"Refreshers"
"2960","dunkin donuts","strawberry dragonfruit dunkin refreshers","large",1,170,0,0,0,0,0,0,0,0,20,1,39,13,0,0,37,1,2,NA,NA,16,0,"Refreshers"
"2961","dunkin donuts","strawberry lemonade","small",1,150,0,0,0,0,0,0,0,0,15,1,37,12,0,0,36,0,0,NA,NA,NA,NA,"Refreshers"
"2962","dunkin donuts","strawberry lemonade","medium",1,230,0,0,0,0,0,0,0,0,20,1,56,19,0,0,54,0,0,NA,NA,NA,NA,"Refreshers"
"2963","dunkin donuts","strawberry lemonade","large",1,310,0,0,0,0,0,0,0,0,25,1,75,25,0,0,72,0,0,NA,NA,NA,NA,"Refreshers"
"2964","dunkin donuts","chicken bacon sandwich",NA,1,580,200,22,34,8,40,0,70,23,1200,50,63,21,2,8,10,32,64,8,10,20,20,"Sandwiches & Wraps"
"2965","dunkin donuts","chicken salad croissant sandwich",NA,1,580,350,39,60,11,55,0,45,15,850,35,42,14,2,8,7,16,32,2,15,2,15,"Sandwiches & Wraps"
"2966","dunkin donuts","grilled cheese melt",NA,1,480,180,20,31,11,55,0,55,18,1120,47,54,18,3,12,1,21,42,NA,NA,NA,NA,"Sandwiches & Wraps"
"2967","dunkin donuts","grilled cheese melt with ham",NA,1,510,189,21,32,11,55,0,70,23,1390,58,55,18,3,12,1,25,50,NA,NA,NA,NA,"Sandwiches & Wraps"
"2968","dunkin donuts","ham and cheddar sandwich",NA,1,390,100,12,18,5,25,0,45,15,1130,47,50,17,2,8,9,22,44,6,10,15,15,"Sandwiches & Wraps"
"2969","dunkin donuts","snack n go wrap","steak",1,210,100,11,17,5,25,0,35,12,430,18,15,5,1,4,3,12,24,2,0,10,6,"Sandwiches & Wraps"
"2970","dunkin donuts","snack n go wrap","chicken",1,320,170,19,29,6,30,0,45,15,720,30,20,7,1,4,2,17,34,4,0,15,6,"Sandwiches & Wraps"
"2971","dunkin donuts","texas toast grilled cheese","plain",1,500,260,29,45,13,65,0.5,40,13,930,39,41,14,1,4,3,18,36,10,0,40,10,"Sandwiches & Wraps"
"2972","dunkin donuts","texas toast grilled cheese","with ham",1,530,270,30,46,13,65,0.5,55,18,1200,50,41,14,1,4,4,23,46,10,0,40,15,"Sandwiches & Wraps"
"2973","dunkin donuts","texas toast grilled cheese","with bacon",1,560,300,34,52,15,75,0.5,55,18,1090,45,41,14,1,4,3,22,44,10,0,40,15,"Sandwiches & Wraps"
"2974","dunkin donuts","tomato pesto grilled cheese",NA,1,520,198,22,34,9,45,0,45,15,1110,46,60,20,5,20,4,20,40,NA,NA,NA,NA,"Sandwiches & Wraps"
"2975","dunkin donuts","tuna salad sandwich",NA,1,580,230,25,38,3.5,18,0,40,13,1120,47,68,23,4,16,7,22,44,2,0,2,20,"Sandwiches & Wraps"
"2976","dunkin donuts","turkey sausage flatbread sandwich",NA,1,480,250,28,43,9,45,0,215,72,960,40,32,11,4,16,2,26,52,10,0,25,15,"Sandwiches & Wraps"
"2977","dunkin donuts","turkey cheddar bacon ciabatta sandwich",NA,1,440,150,17,26,7,35,0,60,20,1220,51,47,16,2,8,5,26,52,8,15,15,25,"Sandwiches & Wraps"
"2978","dunkin donuts","waffle breaded chicken tenders",NA,2,290,130,15,23,3,15,0,45,15,650,27,19,6,0,0,2,19,38,2,0,2,6,"Sandwiches & Wraps"
"2979","panera bread","asiago cheese bagel",NA,1,320,50,5,8,4,20,0,15,5,530,22,55,18,2,8,4,14,28,NA,NA,NA,NA,"Bagels & Cream Cheese"
"2980","panera bread","blueberry bagel",NA,1,330,10,2,3,0,0,0,0,0,430,18,68,23,2,8,11,11,22,0,10,2,20,"Bagels & Cream Cheese"
"2981","panera bread","chive onion cream cheese",NA,2,130,90,10,15,6,30,0,35,12,190,8,2,1,0,0,2,6,12,10,4,6,0,"Bagels & Cream Cheese"
"2982","panera bread","chocolate chip bagel",NA,1,360,45,5,8,3,15,0,5,2,410,17,69,23,2,8,15,11,22,0,0,4,20,"Bagels & Cream Cheese"
"2983","panera bread","cinnamon crunch bagel",NA,1,420,60,6,9,4.5,23,0,0,0,390,16,82,27,2,8,33,10,20,0,0,6,20,"Bagels & Cream Cheese"
"2984","panera bread","cinnamon swirl raisin bagel",NA,1,310,15,2,3,0,0,0,0,0,410,17,65,22,3,12,12,10,20,0,10,4,20,"Bagels & Cream Cheese"
"2985","panera bread","everything bagel",NA,1,290,15,1.5,2,0,0,0,0,0,560,23,58,19,2,8,4,10,20,0,8,4,20,"Bagels & Cream Cheese"
"2986","panera bread","honey walnut cream cheese",NA,2,140,90,10,15,6,30,0,30,10,170,7,8,3,0,0,8,3,6,8,0,4,0,"Bagels & Cream Cheese"
"2987","panera bread","plain bagel",NA,1,280,10,1,2,0,0,0,0,0,410,17,57,19,2,8,4,10,20,0,8,2,20,"Bagels & Cream Cheese"
"2988","panera bread","plain cream cheese",NA,2,180,150,17,26,11,55,0,50,17,135,6,4,1,0,0,2,2,4,15,0,4,0,"Bagels & Cream Cheese"
"2989","panera bread","sesame bagel",NA,1,290,25,3,5,0,0,0,0,0,410,17,57,19,2,8,4,11,22,0,8,2,20,"Bagels & Cream Cheese"
"2990","panera bread","sprouted grain bagel flat",NA,1,180,20,2,3,0,0,0,0,0,410,17,34,11,3,12,4,7,14,0,4,2,15,"Bagels & Cream Cheese"
"2991","panera bread","brioche roll",NA,1,210,60,7,11,4,20,0,50,17,300,13,31,10,1,4,6,7,14,0,0,0,0,"Breads"
"2992","panera bread","ciabatta",NA,2,150,10,2,3,0,0,0,0,0,280,12,30,10,1,4,0,6,12,0,10,0,8,"Breads"
"2993","panera bread","classic white bread",NA,2,160,35,4,6,2,10,0,10,3,260,11,27,9,1,4,4,6,12,0,6,4,8,"Breads"
"2994","panera bread","country bread",NA,2,130,0,0,0,0,0,0,0,0,260,11,28,9,1,4,0,5,10,0,0,0,8,"Breads"
"2995","panera bread","focaccia","black pepper",1,140,15,2,3,0,0,0,0,0,370,15,26,9,1,4,0,5,10,NA,NA,NA,NA,"Breads"
"2996","panera bread","focaccia","asiago cheese",2,150,25,3,5,1,5,0,5,2,320,13,24,8,1,4,0,6,12,0,10,4,8,"Breads"
"2997","panera bread","focaccia","sea salt",2,160,18,2,3,0,0,0,0,0,410,17,30,10,1,4,0,6,12,0,10,2,10,"Breads"
"2998","panera bread","french baguette",NA,2,140,0,0,0,0,0,0,0,0,360,15,29,10,1,4,1,5,10,0,4,0,10,"Breads"
"2999","panera bread","new england roll",NA,1,250,40,5,8,1.5,8,0,10,3,440,18,44,15,1,4,5,9,18,NA,NA,NA,NA,"Breads"
"3000","panera bread","sourdough bread",NA,2,150,0,0,0,0,0,0,0,0,320,13,31,10,1,4,0,6,12,0,4,0,10,"Breads"
"3001","panera bread","sourdough soup bowl",NA,8.7,670,40,5,8,0,0,0,0,0,1160,48,130,43,4,16,2,27,54,NA,NA,NA,NA,"Breads"
"3002","panera bread","sprouted grain roll",NA,1,170,20,2,3,0,0,0,0,0,410,17,32,11,3,12,4,6,12,0,0,0,0,"Breads"
"3003","panera bread","tomato basil bread",NA,2,130,0,0,0,0,0,0,0,0,330,14,27,9,1,4,1,5,10,0,0,0,10,"Breads"
"3004","panera bread","whole grain bread",NA,2,130,5,1,2,0,0,0,0,0,260,11,25,8,3,12,2,6,12,0,15,2,8,"Breads"
"3005","panera bread","avocado egg white spinach breakfast power sandwich",NA,1,410,126,14,22,6,30,0,25,8,590,25,52,17,7,28,4,12,24,20,15,20,15,"Breakfast"
"3006","panera bread","bacon egg cheese on asiago cheese bagel",NA,1,610,252,28,43,13,65,0.5,245,82,1350,56,55,18,2,8,4,34,68,NA,NA,NA,NA,"Breakfast"
"3007","panera bread","bacon egg cheese sandwich",NA,1,490,207,23,35,9,45,0,225,75,1070,45,45,15,2,8,1,27,54,10,20,20,20,"Breakfast"
"3008","panera bread","bacon scrambled egg tomato wrap",NA,1,430,210,23,35,9,45,0,280,93,810,34,32,11,2,8,4,28,56,NA,NA,NA,NA,"Breakfast"
"3009","panera bread","baked egg souffle","four cheese",1,410,252,28,43,15,75,0,175,58,840,35,37,12,1,4,8,15,30,15,8,15,10,"Breakfast"
"3010","panera bread","baked egg souffle","ham swiss",1,440,261,29,45,16,80,0.5,165,55,900,38,37,12,1,4,8,19,38,15,15,25,10,"Breakfast"
"3011","panera bread","baked egg souffle","spinach artichoke",1,520,297,33,51,18,90,0.5,175,58,890,37,38,13,2,8,8,19,38,20,8,30,10,"Breakfast"
"3012","panera bread","baked egg souffle","spinach bacon",1,540,315,35,54,18,90,0.5,190,63,910,38,37,12,1,4,8,20,40,15,10,25,10,"Breakfast"
"3013","panera bread","chipotle chicken egg avocado wrap",NA,1,470,230,26,40,9,45,0,285,95,770,32,34,11,4,16,4,30,60,NA,NA,NA,NA,"Breakfast"
"3014","panera bread","egg cheese sandwich",NA,1,400,144,16,25,7,35,0,205,68,790,33,44,15,2,8,1,21,42,10,20,20,20,"Breakfast"
"3015","panera bread","fresh fruit cup",NA,1,60,0,0,0,0,0,0,0,0,10,0,15,5,2,8,9,1,2,30,110,2,2,"Breakfast"
"3016","panera bread","greek yogurt with mixed berries",NA,1,300,90,10,15,5,25,0,20,7,55,2,40,13,3,12,31,13,26,4,35,15,4,"Breakfast"
"3017","panera bread","sausage egg cheese sandwich",NA,1,560,261,29,45,12,60,0,250,83,1110,46,45,15,2,8,1,29,58,15,20,20,25,"Breakfast"
"3018","panera bread","steel cut oatmeal","almonds quinoa honey",1,300,63,7,11,1,5,0,0,0,220,9,52,17,9,36,7,8,16,0,2,8,15,"Breakfast"
"3019","panera bread","steel cut oatmeal","blueberries granola",113,340,72,8,12,3,15,0,0,0,170,7,62,21,9,36,22,6,12,0,6,6,15,"Breakfast"
"3020","panera bread","steel cut oatmeal","strawberries pecans",113,340,126,14,22,2,10,0,0,0,160,7,51,17,9,36,16,6,12,0,35,6,15,"Breakfast"
"3021","panera bread","bottled water",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Drinks"
"3022","panera bread","diet pepsi","medium",20,0,0,0,0,0,0,0,0,0,75,3,0,0,0,0,0,0,0,NA,NA,NA,NA,"Drinks"
"3023","panera bread","diet pepsi","large",32,0,0,0,0,0,0,0,0,0,120,5,0,0,0,0,0,0,0,NA,NA,NA,NA,"Drinks"
"3024","panera bread","dr pepper","medium",20,230,0,0,0,0,0,0,0,0,80,3,62,21,0,0,62,0,0,NA,NA,NA,NA,"Drinks"
"3025","panera bread","dr pepper","large",32,370,0,0,0,0,0,0,0,0,130,5,100,33,0,0,100,0,0,NA,NA,NA,NA,"Drinks"
"3026","panera bread","lipton brisk raspberry tea","medium",20,190,0,0,0,0,0,0,0,0,55,2,51,17,0,0,51,0,0,NA,NA,NA,NA,"Drinks"
"3027","panera bread","lipton brisk raspberry tea","large",32,300,0,0,0,0,0,0,0,0,90,4,82,27,0,0,82,0,0,NA,NA,NA,NA,"Drinks"
"3028","panera bread","mountain dew","medium",20,290,0,0,0,0,0,0,0,0,100,4,77,26,0,0,77,0,0,NA,NA,NA,NA,"Drinks"
"3029","panera bread","mountain dew","large",32,460,0,0,0,0,0,0,0,0,160,7,122,41,0,0,122,0,0,NA,NA,NA,NA,"Drinks"
"3030","panera bread","organic apple juice",NA,8,120,0,0,0,0,0,0,0,0,25,1,29,10,0,0,29,0,0,NA,NA,NA,NA,"Drinks"
"3031","panera bread","organic chocolate milk",NA,8,150,27,3,5,1.5,8,0,10,3,160,7,23,8,0,0,22,8,16,NA,NA,NA,NA,"Drinks"
"3032","panera bread","organic milk",NA,8,120,45,5,8,3,15,0,20,7,115,5,12,4,0,0,12,8,16,NA,NA,NA,NA,"Drinks"
"3033","panera bread","pepsi","medium",20,230,0,0,0,0,0,0,0,0,55,2,62,21,0,0,62,0,0,NA,NA,NA,NA,"Drinks"
"3034","panera bread","pepsi","large",32,370,0,0,0,0,0,0,0,0,90,4,100,33,0,0,100,0,0,NA,NA,NA,NA,"Drinks"
"3035","panera bread","premium orange juice",NA,11.5,160,0,0,0,0,0,0,0,0,0,0,37,12,0,0,30,3,6,NA,NA,NA,NA,"Drinks"
"3036","panera bread","sierra mist","medium",20,240,0,0,0,0,0,0,0,0,50,2,62,21,0,0,62,0,0,NA,NA,NA,NA,"Drinks"
"3037","panera bread","sierra mist","large",32,380,0,0,0,0,0,0,0,0,80,3,100,33,0,0,100,0,0,NA,NA,NA,NA,"Drinks"
"3038","panera bread","tropical fruit punch","medium",20,260,0,0,0,0,0,0,0,0,55,2,68,23,0,0,68,0,0,NA,NA,NA,NA,"Drinks"
"3039","panera bread","tropical fruit punch","large",32,420,0,0,0,0,0,0,0,0,90,4,109,36,0,0,109,0,0,NA,NA,NA,NA,"Drinks"
"3040","panera bread","caffe latte","regular",16,130,45,5,8,3,15,0,20,7,110,5,13,4,0,0,12,8,16,NA,NA,NA,NA,"Espresso Drinks"
"3041","panera bread","caffe latte","large",20,160,60,6,9,4,20,0,25,8,140,6,16,5,0,0,14,10,20,NA,NA,NA,NA,"Espresso Drinks"
"3042","panera bread","caffe mocha","regular",1,370,100,11,17,6,30,0,35,12,170,7,54,18,2,8,40,11,22,NA,NA,NA,NA,"Espresso Drinks"
"3043","panera bread","caffe mocha","large",1,420,110,13,20,7,35,0,40,13,210,9,61,20,2,8,46,14,28,NA,NA,NA,NA,"Espresso Drinks"
"3044","panera bread","cappuccino","regular",16,130,45,5,8,3,15,0,20,7,110,5,13,4,0,0,12,8,16,NA,NA,NA,NA,"Espresso Drinks"
"3045","panera bread","cappuccino","large",20,160,60,6,9,4,20,0,25,8,140,6,16,5,0,0,14,10,20,NA,NA,NA,NA,"Espresso Drinks"
"3046","panera bread","caramel latte","regular",16,390,130,15,23,8,40,0,50,17,300,13,54,18,0,0,44,11,22,NA,NA,NA,NA,"Espresso Drinks"
"3047","panera bread","caramel latte","large",20,420,140,16,25,9,45,0,50,17,320,13,56,19,0,0,46,13,26,NA,NA,NA,NA,"Espresso Drinks"
"3048","panera bread","cinnamon crunch latte","regular",1,280,90,10,15,6,30,0,35,12,115,5,37,12,0,0,35,10,20,NA,NA,NA,NA,"Espresso Drinks"
"3049","panera bread","cinnamon crunch latte","large",1,340,100,11,17,6,30,0,40,13,140,6,46,15,0,0,44,12,24,NA,NA,NA,NA,"Espresso Drinks"
"3050","panera bread","espresso",NA,1,5,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,NA,NA,NA,NA,"Espresso Drinks"
"3051","panera bread","vanilla latte","sugar free vanilla",16,100,0,0,0,0,0,0,5,2,120,5,14,5,0,0,12,9,18,NA,NA,NA,NA,"Espresso Drinks"
"3052","panera bread","vanilla latte","regular",16,260,90,10,15,6,30,0,35,12,120,5,32,11,0,0,31,9,18,NA,NA,NA,NA,"Espresso Drinks"
"3053","panera bread","vanilla latte","large",20,320,100,11,17,6,30,0,40,13,150,6,42,14,0,0,41,11,22,NA,NA,NA,NA,"Espresso Drinks"
"3054","panera bread","cheese flatbread",NA,1,820,310,34,52,18,90,1,90,30,1910,80,87,29,3,12,4,41,82,NA,NA,NA,NA,"Flatbread Pizza"
"3055","panera bread","chipotle chicken bacon flatbread",NA,1,930,400,44,68,17,85,1,115,38,2340,98,89,30,3,12,7,43,86,NA,NA,NA,NA,"Flatbread Pizza"
"3056","panera bread","four cheese flatbread pizza",NA,1,930,410,45,69,26,130,1,115,38,2120,88,86,29,2,8,4,45,90,NA,NA,NA,NA,"Flatbread Pizza"
"3057","panera bread","margherita flatbread",NA,1,760,260,29,45,15,75,1,65,22,1860,78,89,30,3,12,6,36,72,NA,NA,NA,NA,"Flatbread Pizza"
